Iteration,Timestep,StratumIDSource,StateClassIDSource,StratumIDDest,StateClassIDDest,SecondaryStratumID,TertiaryStratumID,TransitionTypeID,Probability,Proportion,AgeMin,AgeMax,AgeRelative,AgeReset,TSTMin,TSTMax,TSTRelative
,,,Shrubland: Post Fire Shrub,,Forest: Elm/Ash/Cottonwood Group,,,Reforestation Post Fire Shrub: Elm/Ash/Cottonwood Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Maple/Beech/Birch Group,,,Reforestation Post Fire Shrub: Maple/Beech/Birch Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Aspen/Birch Group,,,Reforestation Post Fire Shrub: Aspen/Birch Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Alder/Maple Group,,,Reforestation Post Fire Shrub: Alder/Maple Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Western Oak Group,,,Reforestation Post Fire Shrub: Western Oak Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Tanoak/Laurel Group,,,Reforestation Post Fire Shrub: Tanoak/Laurel Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Other Western Hardwoods Group,,,Reforestation Post Fire Shrub: Other Western Hardwoods Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Tropical Hardwoods Group,,,Reforestation Post Fire Shrub: Tropical Hardwoods Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Exotic Hardwoods Group,,,Reforestation Post Fire Shrub: Exotic Hardwoods Group,1,,,,,,,,
,,,Shrubland: All,,Forest: White/Red/Jack Pine Group,,,Reforestation Shrubland: White/Red/Jack Pine Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Spruce/Fir Group,,,Reforestation Shrubland: Spruce/Fir Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Longleaf/Slash Pine Group,,,Reforestation Shrubland: Longleaf/Slash Pine Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Loblolly/Shortleaf Pine Group,,,Reforestation Shrubland: Loblolly/Shortleaf Pine Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Pinyon/Juniper Group,,,Reforestation Shrubland: Pinyon/Juniper Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Douglas-fir Group,,,Reforestation Shrubland: Douglas-fir Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Ponderosa Pine Group,,,Reforestation Shrubland: Ponderosa Pine Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Western White Pine Group,,,Reforestation Shrubland: Western White Pine Group,1,,,,,,,,
