EcoBoundaryID,AdminBoundaryID,SpeciesTypeID,StratumID,SecondaryStratumID,StateClassID,AverageTemperature
Mixedwood Plains,Quebec,Oak,North Central Appalachians,New York,Forest: Oak/Pine Group,8.300867451
Mixedwood Plains,Quebec,Oak,Ridge and Valley,New York,Forest: Oak/Pine Group,9.890597751
Mixedwood Plains,Quebec,Oak,Eastern Great Lakes Lowlands,New York,Forest: Oak/Pine Group,7.730877594
Atlantic Maritime,Quebec,Oak,Atlantic Coastal Pine Barrens,New York,Forest: Oak/Pine Group,11.19218066
Mixedwood Plains,Ontario,Oak,Piedmont,North Carolina,Forest: Oak/Pine Group,15.28887339
Atlantic Maritime,Quebec,Oak,Middle Atlantic Coastal Plain,North Carolina,Forest: Oak/Pine Group,16.70080245
Mixedwood Plains,Ontario,Oak,Southeastern Plains,North Carolina,Forest: Oak/Pine Group,16.13376188
Mixedwood Plains,Ontario,Oak,Blue Ridge,North Carolina,Forest: Oak/Pine Group,13.35378403
Mixedwood Plains,Ontario,Oak,Eastern Corn Belt Plains,Ohio,Forest: Oak/Pine Group,11.79300966
Mixedwood Plains,Ontario,Oak,Erie Drift Plain,Ohio,Forest: Oak/Pine Group,10.76690559
Mixedwood Plains,Ontario,Oak,Western Allegheny Plateau,Ohio,Forest: Oak/Pine Group,11.08780232
Mixedwood Plains,Ontario,Oak,Interior Plateau,Ohio,Forest: Oak/Pine Group,12.16839639
Mixedwood Plains,Alberta,Oak,Central Great Plains,Oklahoma,Forest: Oak/Pine Group,14.75878343
Mixedwood Plains,Alberta,Oak,South Central Plains,Oklahoma,Forest: Oak/Pine Group,17.24564888
Mixedwood Plains,Alberta,Oak,Ouachita Mountains,Oklahoma,Forest: Oak/Pine Group,16.18931823
Mixedwood Plains,Alberta,Oak,Arkansas Valley,Oklahoma,Forest: Oak/Pine Group,16.1868156
Montane Cordillera,Alberta,Oak,Boston Mountains,Oklahoma,Forest: Oak/Pine Group,15.8255104
Montane Cordillera,Alberta,Oak,Ozark Highlands,Oklahoma,Forest: Oak/Pine Group,15.33059918
Mixedwood Plains,Alberta,Oak,Central Irregular Plains,Oklahoma,Forest: Oak/Pine Group,14.7140291
Mixedwood Plains,Ontario,Oak,Northern Allegheny Plateau,Pennsylvania,Forest: Oak/Pine Group,7.453568852
Mixedwood Plains,Ontario,Oak,North Central Appalachians,Pennsylvania,Forest: Oak/Pine Group,7.425767195
Mixedwood Plains,Ontario,Oak,Blue Ridge,Pennsylvania,Forest: Oak/Pine Group,10.82467556
Mixedwood Plains,Ontario,Oak,Ridge and Valley,Pennsylvania,Forest: Oak/Pine Group,9.835189671
Mixedwood Plains,Ontario,Oak,Western Allegheny Plateau,Pennsylvania,Forest: Oak/Pine Group,10.91821401
Atlantic Maritime,Quebec,Oak,Northeastern Coastal Zone,Rhode Island,Forest: Oak/Pine Group,10.11484676
Mixedwood Plains,Ontario,Oak,Piedmont,South Carolina,Forest: Oak/Pine Group,16.16937201
Atlantic Maritime,Quebec,Oak,Middle Atlantic Coastal Plain,South Carolina,Forest: Oak/Pine Group,18.06462575
Mixedwood Plains,Ontario,Oak,Southeastern Plains,South Carolina,Forest: Oak/Pine Group,17.39120941
Mixedwood Plains,Ontario,Oak,Blue Ridge,South Carolina,Forest: Oak/Pine Group,14.95004753
Atlantic Maritime,Quebec,Oak,Southern Coastal Plain,South Carolina,Forest: Oak/Pine Group,19.11014586
Montane Cordillera,Alberta,Oak,Middle Rockies,South Dakota,Forest: Oak/Pine Group,8.989522893
Mixedwood Plains,Alberta,Oak,Northwestern Glaciated Plains,South Dakota,Forest: Oak/Pine Group,9.274717243
Mixedwood Plains,Alberta,Oak,Northwestern Great Plains,South Dakota,Forest: Oak/Pine Group,8.705881145
Mixedwood Plains,Alberta,Oak,Northern Glaciated Plains,South Dakota,Forest: Oak/Pine Group,9.024277342
Mixedwood Plains,Ontario,Oak,Southeastern Plains,Tennessee,Forest: Oak/Pine Group,15.23257721
Mixedwood Plains,Ontario,Oak,Blue Ridge,Tennessee,Forest: Oak/Pine Group,13.48729989
Mixedwood Plains,Ontario,Oak,Ridge and Valley,Tennessee,Forest: Oak/Pine Group,14.21904603
Mixedwood Plains,Ontario,Oak,Southwestern Appalachians,Tennessee,Forest: Oak/Pine Group,13.52152892
Mixedwood Plains,Ontario,Oak,Central Appalachians,Tennessee,Forest: Oak/Pine Group,13.17419379
Mixedwood Plains,Ontario,Oak,Interior Plateau,Tennessee,Forest: Oak/Pine Group,14.72836762
Mixedwood Plains,Ontario,Oak,Mississippi Valley Loess Plains,Tennessee,Forest: Oak/Pine Group,15.58095925
Mixedwood Plains,Alberta,Oak,Southwestern Tablelands,Texas,Forest: Oak/Pine Group,18.12757358
Mixedwood Plains,Alberta,Oak,Central Great Plains,Texas,Forest: Oak/Pine Group,18.42706837
Mixedwood Plains,Alberta,Oak,Cross Timbers,Texas,Forest: Oak/Pine Group,18.88690528
Mixedwood Plains,Alberta,Oak,Edwards Plateau,Texas,Forest: Oak/Pine Group,18.613341
Mixedwood Plains,Alberta,Oak,Southern Texas Plains,Texas,Forest: Oak/Pine Group,20.32254048
Mixedwood Plains,Alberta,Oak,Texas Blackland Prairies,Texas,Forest: Oak/Pine Group,20.26288627
Mixedwood Plains,Alberta,Oak,East Central Texas Plains,Texas,Forest: Oak/Pine Group,19.56081834
Mixedwood Plains,Alberta,Oak,Western Gulf Coastal Plain,Texas,Forest: Oak/Pine Group,21.3851758
Mixedwood Plains,Alberta,Oak,South Central Plains,Texas,Forest: Oak/Pine Group,18.774377
Mixedwood Plains,Quebec,Oak,Northeastern Highlands,Vermont,Forest: Oak/Pine Group,6.911555858
Atlantic Maritime,Quebec,Oak,Northeastern Coastal Zone,Vermont,Forest: Oak/Pine Group,8.146618163
Mixedwood Plains,Quebec,Oak,Eastern Great Lakes Lowlands,Vermont,Forest: Oak/Pine Group,8.138760537
Mixedwood Plains,Ontario,Oak,Piedmont,Virginia,Forest: Oak/Pine Group,13.88516202
Atlantic Maritime,Quebec,Oak,Middle Atlantic Coastal Plain,Virginia,Forest: Oak/Pine Group,15.27166916
Mixedwood Plains,Ontario,Oak,Northern Piedmont,Virginia,Forest: Oak/Pine Group,13.28634991
Mixedwood Plains,Ontario,Oak,Southeastern Plains,Virginia,Forest: Oak/Pine Group,14.76730139
Mixedwood Plains,Ontario,Oak,Blue Ridge,Virginia,Forest: Oak/Pine Group,11.55085493
Mixedwood Plains,Ontario,Oak,Ridge and Valley,Virginia,Forest: Oak/Pine Group,11.40023292
Mixedwood Plains,Ontario,Oak,Ridge and Valley,West Virginia,Forest: Oak/Pine Group,10.45551839
Mixedwood Plains,Ontario,Oak,Central Appalachians,West Virginia,Forest: Oak/Pine Group,10.98374978
Mixedwood Plains,Ontario,Oak,Western Allegheny Plateau,West Virginia,Forest: Oak/Pine Group,12.22395734
Boreal Shield West,Ontario,Oak,Northern Lakes and Forests,Wisconsin,Forest: Oak/Pine Group,5.411756458
Mixedwood Plains,Ontario,Oak,North Central Hardwood Forests,Wisconsin,Forest: Oak/Pine Group,7.306441322
Mixedwood Plains,Ontario,Oak,Driftless Area,Wisconsin,Forest: Oak/Pine Group,7.575309541
Mixedwood Plains,Ontario,Oak,Southeastern Wisconsin Till Plains,Wisconsin,Forest: Oak/Pine Group,8.173921298
Mixedwood Plains,Ontario,Hickory,Piedmont,Alabama,Forest: Oak/Hickory Group,16.52076007
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,Alabama,Forest: Oak/Hickory Group,17.42667011
Mixedwood Plains,Ontario,Hickory,Ridge and Valley,Alabama,Forest: Oak/Hickory Group,16.42359171
Mixedwood Plains,Ontario,Hickory,Southwestern Appalachians,Alabama,Forest: Oak/Hickory Group,15.76383985
Mixedwood Plains,Ontario,Hickory,Interior Plateau,Alabama,Forest: Oak/Hickory Group,15.72832668
Atlantic Maritime,Quebec,Hickory,Southern Coastal Plain,Alabama,Forest: Oak/Hickory Group,19.47659893
Mixedwood Plains,Ontario,Hickory,South Central Plains,Arkansas,Forest: Oak/Hickory Group,17.12875157
Mixedwood Plains,Ontario,Hickory,Ouachita Mountains,Arkansas,Forest: Oak/Hickory Group,16.09555836
Mixedwood Plains,Ontario,Hickory,Arkansas Valley,Arkansas,Forest: Oak/Hickory Group,15.75893579
Montane Cordillera,Ontario,Hickory,Boston Mountains,Arkansas,Forest: Oak/Hickory Group,14.3884982
Montane Cordillera,Ontario,Hickory,Ozark Highlands,Arkansas,Forest: Oak/Hickory Group,14.58639058
Mixedwood Plains,Ontario,Hickory,Mississippi Alluvial Plain,Arkansas,Forest: Oak/Hickory Group,16.57240404
Mixedwood Plains,Ontario,Hickory,Mississippi Valley Loess Plains,Arkansas,Forest: Oak/Hickory Group,15.81961911
Mixedwood Plains,Quebec,Hickory,Northeastern Highlands,Connecticut,Forest: Oak/Hickory Group,8.515918221
Atlantic Maritime,Quebec,Hickory,Northeastern Coastal Zone,Connecticut,Forest: Oak/Hickory Group,9.839160673
Atlantic Maritime,Quebec,Hickory,Middle Atlantic Coastal Plain,Delaware,Forest: Oak/Hickory Group,13.49880033
Mixedwood Plains,Quebec,Hickory,Northern Piedmont,Delaware,Forest: Oak/Hickory Group,12.37007431
Mixedwood Plains,Quebec,Hickory,Southeastern Plains,Delaware,Forest: Oak/Hickory Group,12.86791597
Mixedwood Plains,Quebec,Hickory,Northern Piedmont,District of Columbia,Forest: Oak/Hickory Group,13.55841335
Mixedwood Plains,Quebec,Hickory,Southeastern Plains,District of Columbia,Forest: Oak/Hickory Group,13.79948126
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,Florida,Forest: Oak/Hickory Group,19.65057114
Atlantic Maritime,Quebec,Hickory,Southern Coastal Plain,Florida,Forest: Oak/Hickory Group,21.8033778
Atlantic Maritime,Quebec,Hickory,Southern Florida Coastal Plain,Florida,Forest: Oak/Hickory Group,23.28168457
Mixedwood Plains,Ontario,Hickory,Piedmont,Georgia,Forest: Oak/Hickory Group,16.37187783
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,Georgia,Forest: Oak/Hickory Group,18.56873649
Mixedwood Plains,Ontario,Hickory,Blue Ridge,Georgia,Forest: Oak/Hickory Group,13.73736485
Mixedwood Plains,Ontario,Hickory,Ridge and Valley,Georgia,Forest: Oak/Hickory Group,15.49441963
Mixedwood Plains,Ontario,Hickory,Southwestern Appalachians,Georgia,Forest: Oak/Hickory Group,14.36071124
Atlantic Maritime,Quebec,Hickory,Southern Coastal Plain,Georgia,Forest: Oak/Hickory Group,19.59659261
Mixedwood Plains,Ontario,Hickory,Driftless Area,Illinois,Forest: Oak/Hickory Group,8.592383988
Mixedwood Plains,Ontario,Hickory,Southeastern Wisconsin Till Plains,Illinois,Forest: Oak/Hickory Group,8.888887194
Mixedwood Plains,Ontario,Hickory,Central Corn Belt Plains,Illinois,Forest: Oak/Hickory Group,10.46108753
Mixedwood Plains,Ontario,Hickory,Interior Plateau,Illinois,Forest: Oak/Hickory Group,13.90157437
Mixedwood Plains,Ontario,Hickory,Interior River Valleys and Hills,Illinois,Forest: Oak/Hickory Group,12.30529387
Mixedwood Plains,Ontario,Hickory,Mississippi Alluvial Plain,Illinois,Forest: Oak/Hickory Group,14.3913878
Mixedwood Plains,Ontario,Hickory,Central Corn Belt Plains,Indiana,Forest: Oak/Hickory Group,10.21407152
Mixedwood Plains,Ontario,Hickory,Eastern Corn Belt Plains,Indiana,Forest: Oak/Hickory Group,11.34333282
Mixedwood Plains,Ontario,Hickory,Southern Michigan/Northern Indiana Drift Plains,Indiana,Forest: Oak/Hickory Group,9.910217748
Mixedwood Plains,Ontario,Hickory,Interior Plateau,Indiana,Forest: Oak/Hickory Group,12.33426452
Mixedwood Plains,Ontario,Hickory,Interior River Valleys and Hills,Indiana,Forest: Oak/Hickory Group,12.67412088
Mixedwood Plains,Ontario,Hickory,Central Irregular Plains,Iowa,Forest: Oak/Hickory Group,10.62853826
Mixedwood Plains,Ontario,Hickory,Western Corn Belt Plains,Iowa,Forest: Oak/Hickory Group,9.632362428
Mixedwood Plains,Ontario,Hickory,Driftless Area,Iowa,Forest: Oak/Hickory Group,8.163722683
Mixedwood Plains,Ontario,Hickory,Interior River Valleys and Hills,Iowa,Forest: Oak/Hickory Group,10.80663918
Mixedwood Plains,Alberta,Hickory,Southwestern Tablelands,Kansas,Forest: Oak/Hickory Group,14.24246529
Mixedwood Plains,Alberta,Hickory,Central Great Plains,Kansas,Forest: Oak/Hickory Group,12.96456068
Mixedwood Plains,Alberta,Hickory,Flint Hills,Kansas,Forest: Oak/Hickory Group,13.02847618
Mixedwood Plains,Alberta,Hickory,Cross Timbers,Kansas,Forest: Oak/Hickory Group,14.03196293
Montane Cordillera,Alberta,Hickory,Ozark Highlands,Kansas,Forest: Oak/Hickory Group,14.38569993
Mixedwood Plains,Alberta,Hickory,Central Irregular Plains,Kansas,Forest: Oak/Hickory Group,13.25901774
Mixedwood Plains,Alberta,Hickory,Western Corn Belt Plains,Kansas,Forest: Oak/Hickory Group,12.27262134
Mixedwood Plains,Ontario,Hickory,Southwestern Appalachians,Kentucky,Forest: Oak/Hickory Group,13.08457252
Mixedwood Plains,Ontario,Hickory,Central Appalachians,Kentucky,Forest: Oak/Hickory Group,12.78248812
Mixedwood Plains,Ontario,Hickory,Western Allegheny Plateau,Kentucky,Forest: Oak/Hickory Group,12.53996631
Mixedwood Plains,Ontario,Hickory,Interior Plateau,Kentucky,Forest: Oak/Hickory Group,13.59895332
Mixedwood Plains,Ontario,Hickory,Interior River Valleys and Hills,Kentucky,Forest: Oak/Hickory Group,14.02089098
Mixedwood Plains,Ontario,Hickory,Mississippi Alluvial Plain,Kentucky,Forest: Oak/Hickory Group,14.63619988
Mixedwood Plains,Ontario,Hickory,Mississippi Valley Loess Plains,Kentucky,Forest: Oak/Hickory Group,14.65510915
Mixedwood Plains,Ontario,Hickory,Western Gulf Coastal Plain,Louisiana,Forest: Oak/Hickory Group,20.03012534
Mixedwood Plains,Ontario,Hickory,South Central Plains,Louisiana,Forest: Oak/Hickory Group,18.41337813
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,Louisiana,Forest: Oak/Hickory Group,19.1907787
Mixedwood Plains,Ontario,Hickory,Mississippi Alluvial Plain,Louisiana,Forest: Oak/Hickory Group,19.1360385
Mixedwood Plains,Ontario,Hickory,Mississippi Valley Loess Plains,Louisiana,Forest: Oak/Hickory Group,19.27553049
Atlantic Maritime,Quebec,Hickory,Southern Coastal Plain,Louisiana,Forest: Oak/Hickory Group,19.55007236
Mixedwood Plains,Quebec,Hickory,Northeastern Highlands,Maine,Forest: Oak/Hickory Group,6.927513134
Atlantic Maritime,Quebec,Hickory,Northeastern Coastal Zone,Maine,Forest: Oak/Hickory Group,8.196552607
Mixedwood Plains,Quebec,Hickory,Acadian Plains and Hills,Maine,Forest: Oak/Hickory Group,7.626456756
Atlantic Maritime,Quebec,Hickory,Middle Atlantic Coastal Plain,Maryland,Forest: Oak/Hickory Group,13.85690684
Mixedwood Plains,Quebec,Hickory,Northern Piedmont,Maryland,Forest: Oak/Hickory Group,12.53441753
Mixedwood Plains,Quebec,Hickory,Southeastern Plains,Maryland,Forest: Oak/Hickory Group,13.77042762
Mixedwood Plains,Quebec,Hickory,Blue Ridge,Maryland,Forest: Oak/Hickory Group,11.81103274
Mixedwood Plains,Quebec,Hickory,Ridge and Valley,Maryland,Forest: Oak/Hickory Group,10.75400542
Mixedwood Plains,Quebec,Hickory,Central Appalachians,Maryland,Forest: Oak/Hickory Group,9.031256337
Mixedwood Plains,Quebec,Hickory,Northeastern Highlands,Massachusetts,Forest: Oak/Hickory Group,8.107475493
Atlantic Maritime,Quebec,Hickory,Northeastern Coastal Zone,Massachusetts,Forest: Oak/Hickory Group,9.481885593
Atlantic Maritime,Quebec,Hickory,Atlantic Coastal Pine Barrens,Massachusetts,Forest: Oak/Hickory Group,10.3140148
Boreal Shield West,Ontario,Hickory,Northern Lakes and Forests,Michigan,Forest: Oak/Hickory Group,5.387316672
Mixedwood Plains,Ontario,Hickory,Eastern Corn Belt Plains,Michigan,Forest: Oak/Hickory Group,9.158148795
Mixedwood Plains,Ontario,Hickory,Southern Michigan/Northern Indiana Drift Plains,Michigan,Forest: Oak/Hickory Group,9.536844937
Mixedwood Plains,Ontario,Hickory,Huron/Erie Lake Plains,Michigan,Forest: Oak/Hickory Group,9.753027519
Mixedwood Plains,Ontario,Hickory,Northern Glaciated Plains,Minnesota,Forest: Oak/Hickory Group,6.012745167
Mixedwood Plains,Ontario,Hickory,Western Corn Belt Plains,Minnesota,Forest: Oak/Hickory Group,7.392206304
Mixedwood Plains,Ontario,Hickory,Lake Agassiz Plain,Minnesota,Forest: Oak/Hickory Group,4.521910252
Mixedwood Plains,Ontario,Hickory,Northern Minnesota Wetlands,Minnesota,Forest: Oak/Hickory Group,3.631172758
Boreal Shield West,Ontario,Hickory,Northern Lakes and Forests,Minnesota,Forest: Oak/Hickory Group,5.03261919
Mixedwood Plains,Ontario,Hickory,North Central Hardwood Forests,Minnesota,Forest: Oak/Hickory Group,6.20167102
Mixedwood Plains,Ontario,Hickory,Driftless Area,Minnesota,Forest: Oak/Hickory Group,7.44080371
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,Mississippi,Forest: Oak/Hickory Group,17.17752481
Mixedwood Plains,Ontario,Hickory,Mississippi Alluvial Plain,Mississippi,Forest: Oak/Hickory Group,18.07052017
Mixedwood Plains,Ontario,Hickory,Mississippi Valley Loess Plains,Mississippi,Forest: Oak/Hickory Group,17.8602981
Atlantic Maritime,Quebec,Hickory,Southern Coastal Plain,Mississippi,Forest: Oak/Hickory Group,19.36093677
Montane Cordillera,Ontario,Hickory,Ozark Highlands,Missouri,Forest: Oak/Hickory Group,13.22784946
Mixedwood Plains,Ontario,Hickory,Central Irregular Plains,Missouri,Forest: Oak/Hickory Group,11.91231328
Mixedwood Plains,Ontario,Hickory,Western Corn Belt Plains,Missouri,Forest: Oak/Hickory Group,12.04649592
Mixedwood Plains,Ontario,Hickory,Interior River Valleys and Hills,Missouri,Forest: Oak/Hickory Group,12.66176823
Mixedwood Plains,Ontario,Hickory,Mississippi Alluvial Plain,Missouri,Forest: Oak/Hickory Group,14.26550881
Mixedwood Plains,Ontario,Hickory,Mississippi Valley Loess Plains,Missouri,Forest: Oak/Hickory Group,14.46090937
Mixedwood Plains,Alberta,Hickory,Central Great Plains,Nebraska,Forest: Oak/Hickory Group,10.22338959
Mixedwood Plains,Alberta,Hickory,Northwestern Glaciated Plains,Nebraska,Forest: Oak/Hickory Group,9.289955335
Mixedwood Plains,Alberta,Hickory,Northwestern Great Plains,Nebraska,Forest: Oak/Hickory Group,9.029802218
Mixedwood Plains,Alberta,Hickory,Nebraska Sand Hills,Nebraska,Forest: Oak/Hickory Group,9.303363092
Mixedwood Plains,Alberta,Hickory,Western Corn Belt Plains,Nebraska,Forest: Oak/Hickory Group,10.50702043
Mixedwood Plains,Quebec,Hickory,Northeastern Highlands,New Hampshire,Forest: Oak/Hickory Group,7.398551492
Atlantic Maritime,Quebec,Hickory,Northeastern Coastal Zone,New Hampshire,Forest: Oak/Hickory Group,8.683047185
Mixedwood Plains,Quebec,Hickory,Northeastern Highlands,New Jersey,Forest: Oak/Hickory Group,9.70597383
Atlantic Maritime,Quebec,Hickory,Middle Atlantic Coastal Plain,New Jersey,Forest: Oak/Hickory Group,12.93085267
Mixedwood Plains,Quebec,Hickory,Northern Piedmont,New Jersey,Forest: Oak/Hickory Group,11.15278026
Mixedwood Plains,Quebec,Hickory,Ridge and Valley,New Jersey,Forest: Oak/Hickory Group,9.625780114
Atlantic Maritime,Quebec,Hickory,Atlantic Coastal Pine Barrens,New Jersey,Forest: Oak/Hickory Group,12.4560404
Mixedwood Plains,Quebec,Hickory,Northeastern Highlands,New York,Forest: Oak/Hickory Group,9.195160237
Atlantic Maritime,Quebec,Hickory,Northeastern Coastal Zone,New York,Forest: Oak/Hickory Group,9.878089458
Mixedwood Plains,Quebec,Hickory,Northern Allegheny Plateau,New York,Forest: Oak/Hickory Group,8.244014879
Mixedwood Plains,Quebec,Hickory,Erie Drift Plain,New York,Forest: Oak/Hickory Group,8.069995705
Mixedwood Plains,Quebec,Hickory,North Central Appalachians,New York,Forest: Oak/Hickory Group,8.5600034
Mixedwood Plains,Quebec,Hickory,Northern Piedmont,New York,Forest: Oak/Hickory Group,11.25319003
Mixedwood Plains,Quebec,Hickory,Ridge and Valley,New York,Forest: Oak/Hickory Group,9.753371618
Mixedwood Plains,Quebec,Hickory,Eastern Great Lakes Lowlands,New York,Forest: Oak/Hickory Group,8.245740398
Atlantic Maritime,Quebec,Hickory,Atlantic Coastal Pine Barrens,New York,Forest: Oak/Hickory Group,11.29717341
Mixedwood Plains,Ontario,Hickory,Piedmont,North Carolina,Forest: Oak/Hickory Group,15.05190417
Atlantic Maritime,Quebec,Hickory,Middle Atlantic Coastal Plain,North Carolina,Forest: Oak/Hickory Group,16.43381267
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,North Carolina,Forest: Oak/Hickory Group,16.22047012
Mixedwood Plains,Ontario,Hickory,Blue Ridge,North Carolina,Forest: Oak/Hickory Group,12.01459993
Mixedwood Plains,Alberta,Hickory,Northwestern Glaciated Plains,North Dakota,Forest: Oak/Hickory Group,5.946456037
Mixedwood Plains,Alberta,Hickory,Northwestern Great Plains,North Dakota,Forest: Oak/Hickory Group,5.630653178
Mixedwood Plains,Alberta,Hickory,Northern Glaciated Plains,North Dakota,Forest: Oak/Hickory Group,3.344779887
Mixedwood Plains,Alberta,Hickory,Lake Agassiz Plain,North Dakota,Forest: Oak/Hickory Group,4.555113573
Mixedwood Plains,Ontario,Hickory,Eastern Corn Belt Plains,Ohio,Forest: Oak/Hickory Group,11.30582536
Mixedwood Plains,Ontario,Hickory,Huron/Erie Lake Plains,Ohio,Forest: Oak/Hickory Group,9.991943051
Mixedwood Plains,Ontario,Hickory,Erie Drift Plain,Ohio,Forest: Oak/Hickory Group,9.942171814
Mixedwood Plains,Ontario,Hickory,Western Allegheny Plateau,Ohio,Forest: Oak/Hickory Group,11.18075296
Mixedwood Plains,Ontario,Hickory,Interior Plateau,Ohio,Forest: Oak/Hickory Group,12.11744771
Mixedwood Plains,Ontario,Hickory,Eastern Great Lakes Lowlands,Ohio,Forest: Oak/Hickory Group,10.33752914
Mixedwood Plains,Alberta,Hickory,Central Great Plains,Oklahoma,Forest: Oak/Hickory Group,15.78869473
Mixedwood Plains,Alberta,Hickory,Flint Hills,Oklahoma,Forest: Oak/Hickory Group,15.26862604
Mixedwood Plains,Alberta,Hickory,Cross Timbers,Oklahoma,Forest: Oak/Hickory Group,16.29331733
Mixedwood Plains,Alberta,Hickory,East Central Texas Plains,Oklahoma,Forest: Oak/Hickory Group,17.26611568
Mixedwood Plains,Alberta,Hickory,South Central Plains,Oklahoma,Forest: Oak/Hickory Group,17.11538137
Mixedwood Plains,Alberta,Hickory,Ouachita Mountains,Oklahoma,Forest: Oak/Hickory Group,16.21356946
Mixedwood Plains,Alberta,Hickory,Arkansas Valley,Oklahoma,Forest: Oak/Hickory Group,16.49759523
Montane Cordillera,Alberta,Hickory,Boston Mountains,Oklahoma,Forest: Oak/Hickory Group,15.69368331
Montane Cordillera,Alberta,Hickory,Ozark Highlands,Oklahoma,Forest: Oak/Hickory Group,15.27331269
Mixedwood Plains,Alberta,Hickory,Central Irregular Plains,Oklahoma,Forest: Oak/Hickory Group,15.53226767
Mixedwood Plains,Ontario,Hickory,Northeastern Highlands,Pennsylvania,Forest: Oak/Hickory Group,10.87747467
Mixedwood Plains,Ontario,Hickory,Northern Allegheny Plateau,Pennsylvania,Forest: Oak/Hickory Group,8.455710833
Mixedwood Plains,Ontario,Hickory,Erie Drift Plain,Pennsylvania,Forest: Oak/Hickory Group,9.081030856
Mixedwood Plains,Ontario,Hickory,North Central Appalachians,Pennsylvania,Forest: Oak/Hickory Group,8.245612699
Atlantic Maritime,Quebec,Hickory,Middle Atlantic Coastal Plain,Pennsylvania,Forest: Oak/Hickory Group,12.44341839
Mixedwood Plains,Ontario,Hickory,Northern Piedmont,Pennsylvania,Forest: Oak/Hickory Group,11.59963489
Mixedwood Plains,Ontario,Hickory,Blue Ridge,Pennsylvania,Forest: Oak/Hickory Group,10.91014347
Mixedwood Plains,Ontario,Hickory,Ridge and Valley,Pennsylvania,Forest: Oak/Hickory Group,9.807605619
Mixedwood Plains,Ontario,Hickory,Central Appalachians,Pennsylvania,Forest: Oak/Hickory Group,8.893610307
Mixedwood Plains,Ontario,Hickory,Western Allegheny Plateau,Pennsylvania,Forest: Oak/Hickory Group,9.999223684
Mixedwood Plains,Ontario,Hickory,Eastern Great Lakes Lowlands,Pennsylvania,Forest: Oak/Hickory Group,10.11418861
Atlantic Maritime,Quebec,Hickory,Northeastern Coastal Zone,Rhode Island,Forest: Oak/Hickory Group,10.02184538
Atlantic Maritime,Quebec,Hickory,Atlantic Coastal Pine Barrens,Rhode Island,Forest: Oak/Hickory Group,10.80592493
Mixedwood Plains,Ontario,Hickory,Piedmont,South Carolina,Forest: Oak/Hickory Group,16.06440992
Atlantic Maritime,Quebec,Hickory,Middle Atlantic Coastal Plain,South Carolina,Forest: Oak/Hickory Group,17.86017972
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,South Carolina,Forest: Oak/Hickory Group,17.29832197
Mixedwood Plains,Ontario,Hickory,Blue Ridge,South Carolina,Forest: Oak/Hickory Group,14.18350501
Atlantic Maritime,Quebec,Hickory,Southern Coastal Plain,South Carolina,Forest: Oak/Hickory Group,19.12101843
Mixedwood Plains,Alberta,Hickory,Northwestern Glaciated Plains,South Dakota,Forest: Oak/Hickory Group,9.174214307
Mixedwood Plains,Alberta,Hickory,Northwestern Great Plains,South Dakota,Forest: Oak/Hickory Group,7.014090477
Mixedwood Plains,Alberta,Hickory,Northern Glaciated Plains,South Dakota,Forest: Oak/Hickory Group,7.207632518
Mixedwood Plains,Alberta,Hickory,Western Corn Belt Plains,South Dakota,Forest: Oak/Hickory Group,8.471640234
Mixedwood Plains,Ontario,Hickory,Southeastern Plains,Tennessee,Forest: Oak/Hickory Group,15.20403481
Mixedwood Plains,Ontario,Hickory,Blue Ridge,Tennessee,Forest: Oak/Hickory Group,12.50660747
Mixedwood Plains,Ontario,Hickory,Ridge and Valley,Tennessee,Forest: Oak/Hickory Group,14.01711838
Mixedwood Plains,Ontario,Hickory,Southwestern Appalachians,Tennessee,Forest: Oak/Hickory Group,13.60557587
Mixedwood Plains,Ontario,Hickory,Central Appalachians,Tennessee,Forest: Oak/Hickory Group,12.46431588
Mixedwood Plains,Ontario,Hickory,Interior Plateau,Tennessee,Forest: Oak/Hickory Group,14.60728225
Mixedwood Plains,Ontario,Hickory,Mississippi Alluvial Plain,Tennessee,Forest: Oak/Hickory Group,15.82577957
Mixedwood Plains,Ontario,Hickory,Mississippi Valley Loess Plains,Tennessee,Forest: Oak/Hickory Group,15.65946428
Mixedwood Plains,Alberta,Hickory,Southwestern Tablelands,Texas,Forest: Oak/Hickory Group,17.27200792
Mixedwood Plains,Alberta,Hickory,Central Great Plains,Texas,Forest: Oak/Hickory Group,17.81496995
Mixedwood Plains,Alberta,Hickory,Cross Timbers,Texas,Forest: Oak/Hickory Group,18.17852108
Mixedwood Plains,Alberta,Hickory,Edwards Plateau,Texas,Forest: Oak/Hickory Group,19.20903706
Mixedwood Plains,Alberta,Hickory,Southern Texas Plains,Texas,Forest: Oak/Hickory Group,21.70288176
Mixedwood Plains,Alberta,Hickory,Texas Blackland Prairies,Texas,Forest: Oak/Hickory Group,18.62328982
Mixedwood Plains,Alberta,Hickory,East Central Texas Plains,Texas,Forest: Oak/Hickory Group,19.02569252
