EcoBoundaryID,AdminBoundaryID,SpeciesTypeID,StratumID,SecondaryStratumID,StateClassID,AverageTemperature
Montane Cordillera,British Columbia,Lodgepole pine,Columbia Plateau,Washington,Forest: Lodgepole Pine Group,8.064538717
Montane Cordillera,British Columbia,Lodgepole pine,Blue Mountains,Washington,Forest: Lodgepole Pine Group,6.069011771
Montane Cordillera,British Columbia,Lodgepole pine,Northern Rockies,Washington,Forest: Lodgepole Pine Group,5.39352482
Pacific Maritime,British Columbia,Lodgepole pine,North Cascades,Washington,Forest: Lodgepole Pine Group,3.031981744
Montane Cordillera,Alberta,Lodgepole pine,Snake River Plain,Wyoming,Forest: Lodgepole Pine Group,3.84859773
Montane Cordillera,Alberta,Lodgepole pine,Middle Rockies,Wyoming,Forest: Lodgepole Pine Group,1.733579931
Montane Cordillera,Alberta,Lodgepole pine,Wyoming Basin,Wyoming,Forest: Lodgepole Pine Group,2.940041526
Montane Cordillera,Alberta,Lodgepole pine,Wasatch and Uinta Mountains,Wyoming,Forest: Lodgepole Pine Group,2.39878296
Montane Cordillera,Alberta,Lodgepole pine,Southern Rockies,Wyoming,Forest: Lodgepole Pine Group,2.696196638
Mixedwood Plains,Alberta,Lodgepole pine,Northwestern Great Plains,Wyoming,Forest: Lodgepole Pine Group,6.655090568
Pacific Maritime,British Columbia,Sitka spruce,Klamath Mountains/California High North Coast Range,California,Forest: Hemlock/Sitka Spruce Group,9.315224947
Montane Cordillera,British Columbia,Sitka spruce,Columbia Plateau,Idaho,Forest: Hemlock/Sitka Spruce Group,7.329409836
Montane Cordillera,British Columbia,Sitka spruce,Northern Rockies,Idaho,Forest: Hemlock/Sitka Spruce Group,6.380144981
Montane Cordillera,British Columbia,Sitka spruce,Idaho Batholith,Idaho,Forest: Hemlock/Sitka Spruce Group,6.949223676
Montane Cordillera,Alberta,Sitka spruce,Northern Rockies,Montana,Forest: Hemlock/Sitka Spruce Group,5.549184027
Montane Cordillera,Alberta,Sitka spruce,Canadian Rockies,Montana,Forest: Hemlock/Sitka Spruce Group,4.293080633
Pacific Maritime,British Columbia,Sitka spruce,Coast Range,Oregon,Forest: Hemlock/Sitka Spruce Group,10.29754341
Pacific Maritime,British Columbia,Sitka spruce,Willamette Valley,Oregon,Forest: Hemlock/Sitka Spruce Group,11.61039523
Pacific Maritime,British Columbia,Sitka spruce,Cascades,Oregon,Forest: Hemlock/Sitka Spruce Group,7.556536356
Montane Cordillera,British Columbia,Sitka spruce,Northern Basin and Range,Oregon,Forest: Hemlock/Sitka Spruce Group,7.319411696
Pacific Maritime,British Columbia,Sitka spruce,Coast Range,Washington,Forest: Hemlock/Sitka Spruce Group,9.551671137
Pacific Maritime,British Columbia,Sitka spruce,Puget Lowland,Washington,Forest: Hemlock/Sitka Spruce Group,9.699713311
Pacific Maritime,British Columbia,Sitka spruce,Cascades,Washington,Forest: Hemlock/Sitka Spruce Group,7.233312949
Pacific Maritime,British Columbia,Sitka spruce,Eastern Cascades Slopes and Foothills,Washington,Forest: Hemlock/Sitka Spruce Group,5.567013821
Montane Cordillera,British Columbia,Sitka spruce,Northern Rockies,Washington,Forest: Hemlock/Sitka Spruce Group,5.748277775
Pacific Maritime,British Columbia,Sitka spruce,North Cascades,Washington,Forest: Hemlock/Sitka Spruce Group,7.332097741
Montane Cordillera,British Columbia,Western larch,Northern Rockies,Idaho,Forest: Western Larch Group,6.454929936
Montane Cordillera,British Columbia,Western larch,Idaho Batholith,Idaho,Forest: Western Larch Group,3.889231713
Montane Cordillera,Alberta,Western larch,Northern Rockies,Montana,Forest: Western Larch Group,5.311543084
Montane Cordillera,Alberta,Western larch,Idaho Batholith,Montana,Forest: Western Larch Group,3.2136137
Montane Cordillera,Alberta,Western larch,Middle Rockies,Montana,Forest: Western Larch Group,5.277727948
Montane Cordillera,Alberta,Western larch,Canadian Rockies,Montana,Forest: Western Larch Group,4.633883776
Mixedwood Plains,Alberta,Western larch,Northwestern Glaciated Plains,Montana,Forest: Western Larch Group,4.365410183
Montane Cordillera,British Columbia,Western larch,Blue Mountains,Oregon,Forest: Western Larch Group,5.748798335
Montane Cordillera,British Columbia,Western larch,Blue Mountains,Washington,Forest: Western Larch Group,7.455586728
Montane Cordillera,British Columbia,Western larch,Northern Rockies,Washington,Forest: Western Larch Group,5.431097453
Pacific Maritime,British Columbia,Western larch,North Cascades,Washington,Forest: Western Larch Group,4.108810335
Pacific Maritime,British Columbia,Other softwood,Coast Range,California,Forest: Redwood Group,12.71767466
Pacific Maritime,British Columbia,Other softwood,Sierra Nevada,California,Forest: Redwood Group,7.87818277
Pacific Maritime,British Columbia,Other softwood,Central California Foothills and Coastal Mountains,California,Forest: Redwood Group,14.19343312
Pacific Maritime,British Columbia,Other softwood,Klamath Mountains/California High North Coast Range,California,Forest: Redwood Group,12.70837063
Montane Cordillera,Ontario,Other softwood,Arizona/New Mexico Mountains,Arizona,Forest: Other Western Softwood Group,8.287255799
Montane Cordillera,Ontario,Other softwood,Madrean Archipelago,Arizona,Forest: Other Western Softwood Group,9.66680915
Pacific Maritime,British Columbia,Other softwood,Coast Range,California,Forest: Other Western Softwood Group,13.92289073
Pacific Maritime,British Columbia,Other softwood,Sierra Nevada,California,Forest: Other Western Softwood Group,3.698819738
Pacific Maritime,British Columbia,Other softwood,Central California Foothills and Coastal Mountains,California,Forest: Other Western Softwood Group,14.72949045
Pacific Maritime,British Columbia,Other softwood,Eastern Cascades Slopes and Foothills,California,Forest: Other Western Softwood Group,4.059267956
Montane Cordillera,British Columbia,Other softwood,Central Basin and Range,California,Forest: Other Western Softwood Group,4.110495377
Pacific Maritime,British Columbia,Other softwood,Klamath Mountains/California High North Coast Range,California,Forest: Other Western Softwood Group,13.31368198
Montane Cordillera,Alberta,Other softwood,Wyoming Basin,Colorado,Forest: Other Western Softwood Group,4.142124863
Montane Cordillera,Alberta,Other softwood,Colorado Plateaus,Colorado,Forest: Other Western Softwood Group,5.877622202
Montane Cordillera,Alberta,Other softwood,Southern Rockies,Colorado,Forest: Other Western Softwood Group,2.150136195
Montane Cordillera,British Columbia,Other softwood,Idaho Batholith,Idaho,Forest: Other Western Softwood Group,1.745746722
Montane Cordillera,British Columbia,Other softwood,Middle Rockies,Idaho,Forest: Other Western Softwood Group,1.505485524
Montane Cordillera,Alberta,Other softwood,Northern Rockies,Montana,Forest: Other Western Softwood Group,4.420068673
Montane Cordillera,Alberta,Other softwood,Idaho Batholith,Montana,Forest: Other Western Softwood Group,2.451369312
Montane Cordillera,Alberta,Other softwood,Middle Rockies,Montana,Forest: Other Western Softwood Group,1.447410823
Montane Cordillera,Alberta,Other softwood,Canadian Rockies,Montana,Forest: Other Western Softwood Group,2.347512485
Mixedwood Plains,Alberta,Other softwood,Northwestern Glaciated Plains,Montana,Forest: Other Western Softwood Group,3.902613189
Mixedwood Plains,Alberta,Other softwood,Northwestern Great Plains,Montana,Forest: Other Western Softwood Group,5.419276295
Pacific Maritime,British Columbia,Other softwood,Sierra Nevada,Nevada,Forest: Other Western Softwood Group,4.983571147
Montane Cordillera,British Columbia,Other softwood,Central Basin and Range,Nevada,Forest: Other Western Softwood Group,4.294550452
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,Nevada,Forest: Other Western Softwood Group,2.944515282
Montane Cordillera,Alberta,Other softwood,Southern Rockies,New Mexico,Forest: Other Western Softwood Group,5.789269961
Montane Cordillera,Alberta,Other softwood,Arizona/New Mexico Mountains,New Mexico,Forest: Other Western Softwood Group,8.451726909
Pacific Maritime,British Columbia,Other softwood,Cascades,Oregon,Forest: Other Western Softwood Group,4.203425655
Montane Cordillera,British Columbia,Other softwood,Blue Mountains,Oregon,Forest: Other Western Softwood Group,2.206229022
Pacific Maritime,British Columbia,Other softwood,Klamath Mountains/California High North Coast Range,Oregon,Forest: Other Western Softwood Group,11.3583779
Montane Cordillera,British Columbia,Other softwood,Wyoming Basin,Utah,Forest: Other Western Softwood Group,4.211839592
Montane Cordillera,British Columbia,Other softwood,Wasatch and Uinta Mountains,Utah,Forest: Other Western Softwood Group,5.002806663
Montane Cordillera,British Columbia,Other softwood,Colorado Plateaus,Utah,Forest: Other Western Softwood Group,5.449614735
Pacific Maritime,British Columbia,Other softwood,Cascades,Washington,Forest: Other Western Softwood Group,3.112070913
Pacific Maritime,British Columbia,Other softwood,Eastern Cascades Slopes and Foothills,Washington,Forest: Other Western Softwood Group,4.081634551
Pacific Maritime,British Columbia,Other softwood,North Cascades,Washington,Forest: Other Western Softwood Group,2.031371114
Montane Cordillera,Alberta,Other softwood,Middle Rockies,Wyoming,Forest: Other Western Softwood Group,0.883593185
Montane Cordillera,Alberta,Other softwood,Wyoming Basin,Wyoming,Forest: Other Western Softwood Group,4.227702879
Montane Cordillera,Alberta,Other softwood,Southern Rockies,Wyoming,Forest: Other Western Softwood Group,4.055110876
Pacific Maritime,British Columbia,Other softwood,Coast Range,California,Forest: California Mixed Conifer Group,12.81380981
Pacific Maritime,British Columbia,Other softwood,Cascades,California,Forest: California Mixed Conifer Group,8.863174074
Pacific Maritime,British Columbia,Other softwood,Sierra Nevada,California,Forest: California Mixed Conifer Group,9.92010148
Pacific Maritime,British Columbia,Other softwood,Central California Foothills and Coastal Mountains,California,Forest: California Mixed Conifer Group,14.39148519
Pacific Maritime,British Columbia,Other softwood,Southern California Mountains,California,Forest: California Mixed Conifer Group,10.30216378
Pacific Maritime,British Columbia,Other softwood,Eastern Cascades Slopes and Foothills,California,Forest: California Mixed Conifer Group,7.629320973
Montane Cordillera,British Columbia,Other softwood,Central Basin and Range,California,Forest: California Mixed Conifer Group,7.237591174
Montane Cordillera,British Columbia,Other softwood,Mojave Basin and Range,California,Forest: California Mixed Conifer Group,14.29462142
Pacific Maritime,British Columbia,Other softwood,Klamath Mountains/California High North Coast Range,California,Forest: California Mixed Conifer Group,11.05674604
Montane Cordillera,British Columbia,Other softwood,Sonoran Basin and Range,California,Forest: California Mixed Conifer Group,14.46410351
Montane Cordillera,British Columbia,Other softwood,Middle Rockies,Idaho,Forest: California Mixed Conifer Group,5.285684492
Pacific Maritime,British Columbia,Other softwood,Sierra Nevada,Nevada,Forest: California Mixed Conifer Group,6.484377252
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,Nevada,Forest: California Mixed Conifer Group,7.407243595
Pacific Maritime,British Columbia,Other softwood,Cascades,Oregon,Forest: California Mixed Conifer Group,8.796328157
Pacific Maritime,British Columbia,Other softwood,Eastern Cascades Slopes and Foothills,Oregon,Forest: California Mixed Conifer Group,8.075502602
Montane Cordillera,British Columbia,Other softwood,Columbia Plateau,Oregon,Forest: California Mixed Conifer Group,10.97158779
Montane Cordillera,British Columbia,Other softwood,Blue Mountains,Oregon,Forest: California Mixed Conifer Group,8.224786391
Pacific Maritime,British Columbia,Other softwood,Klamath Mountains/California High North Coast Range,Oregon,Forest: California Mixed Conifer Group,9.550054184
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,Oregon,Forest: California Mixed Conifer Group,6.705161045
Mixedwood Plains,Quebec,Other softwood,Northeastern Highlands,New York,Forest: Exotic Softwoods Group,6.257025164
Atlantic Maritime,Quebec,Other softwood,Northeastern Coastal Zone,New York,Forest: Exotic Softwoods Group,8.203721703
Mixedwood Plains,Quebec,Other softwood,Northern Allegheny Plateau,New York,Forest: Exotic Softwoods Group,7.466209076
Mixedwood Plains,Quebec,Other softwood,North Central Appalachians,New York,Forest: Exotic Softwoods Group,7.144552909
Mixedwood Plains,Quebec,Other softwood,Eastern Great Lakes Lowlands,New York,Forest: Exotic Softwoods Group,7.46240098
Mixedwood Plains,Ontario,Other softwood,Northern Allegheny Plateau,Pennsylvania,Forest: Exotic Softwoods Group,8.260968133
Mixedwood Plains,Ontario,Other softwood,North Central Appalachians,Pennsylvania,Forest: Exotic Softwoods Group,7.278696078
Mixedwood Plains,Ontario,Other softwood,Ridge and Valley,Pennsylvania,Forest: Exotic Softwoods Group,9.795389024
Mixedwood Plains,Ontario,Other softwood,Central Appalachians,Pennsylvania,Forest: Exotic Softwoods Group,9.022219116
Mixedwood Plains,Ontario,Other softwood,Western Allegheny Plateau,Pennsylvania,Forest: Exotic Softwoods Group,9.504139275
Mixedwood Plains,Ontario,Other softwood,Central Appalachians,West Virginia,Forest: Exotic Softwoods Group,12.09422429
Mixedwood Plains,Ontario,Other softwood,North Central Hardwood Forests,Wisconsin,Forest: Exotic Softwoods Group,6.666610412
Mixedwood Plains,Ontario,Other softwood,Driftless Area,Wisconsin,Forest: Exotic Softwoods Group,7.60793926
Mixedwood Plains,Ontario,Other softwood,Southeastern Wisconsin Till Plains,Wisconsin,Forest: Exotic Softwoods Group,7.792991829
Mixedwood Plains,Ontario,Oak,Piedmont,Alabama,Forest: Oak/Pine Group,16.42914085
Mixedwood Plains,Ontario,Oak,Southeastern Plains,Alabama,Forest: Oak/Pine Group,18.1963046
Mixedwood Plains,Ontario,Oak,Ridge and Valley,Alabama,Forest: Oak/Pine Group,16.64807205
Mixedwood Plains,Ontario,Oak,Southwestern Appalachians,Alabama,Forest: Oak/Pine Group,15.86961867
Mixedwood Plains,Ontario,Oak,Interior Plateau,Alabama,Forest: Oak/Pine Group,15.76898135
Atlantic Maritime,Quebec,Oak,Southern Coastal Plain,Alabama,Forest: Oak/Pine Group,19.4638514
Mixedwood Plains,Ontario,Oak,South Central Plains,Arkansas,Forest: Oak/Pine Group,17.12741039
Mixedwood Plains,Ontario,Oak,Ouachita Mountains,Arkansas,Forest: Oak/Pine Group,15.96735808
Mixedwood Plains,Ontario,Oak,Arkansas Valley,Arkansas,Forest: Oak/Pine Group,15.9082176
Montane Cordillera,Ontario,Oak,Boston Mountains,Arkansas,Forest: Oak/Pine Group,14.89016864
Montane Cordillera,Ontario,Oak,Ozark Highlands,Arkansas,Forest: Oak/Pine Group,14.66765572
Mixedwood Plains,Ontario,Oak,Mississippi Alluvial Plain,Arkansas,Forest: Oak/Pine Group,17.15455966
Mixedwood Plains,Ontario,Oak,Mississippi Valley Loess Plains,Arkansas,Forest: Oak/Pine Group,15.72973508
Mixedwood Plains,Quebec,Oak,Northeastern Highlands,Connecticut,Forest: Oak/Pine Group,8.397448572
Atlantic Maritime,Quebec,Oak,Northeastern Coastal Zone,Connecticut,Forest: Oak/Pine Group,9.448776873
Atlantic Maritime,Quebec,Oak,Middle Atlantic Coastal Plain,Delaware,Forest: Oak/Pine Group,13.58473314
Mixedwood Plains,Ontario,Oak,Southeastern Plains,Florida,Forest: Oak/Pine Group,19.53913162
Atlantic Maritime,Quebec,Oak,Southern Coastal Plain,Florida,Forest: Oak/Pine Group,21.25107245
Atlantic Maritime,Quebec,Oak,Southern Florida Coastal Plain,Florida,Forest: Oak/Pine Group,23.5203991
Mixedwood Plains,Ontario,Oak,Piedmont,Georgia,Forest: Oak/Pine Group,16.64008195
Mixedwood Plains,Ontario,Oak,Southeastern Plains,Georgia,Forest: Oak/Pine Group,18.79108656
Mixedwood Plains,Ontario,Oak,Blue Ridge,Georgia,Forest: Oak/Pine Group,14.74025193
Mixedwood Plains,Ontario,Oak,Ridge and Valley,Georgia,Forest: Oak/Pine Group,15.6254758
Mixedwood Plains,Ontario,Oak,Southwestern Appalachians,Georgia,Forest: Oak/Pine Group,14.50207627
Atlantic Maritime,Quebec,Oak,Southern Coastal Plain,Georgia,Forest: Oak/Pine Group,19.48003478
Mixedwood Plains,Ontario,Oak,Driftless Area,Illinois,Forest: Oak/Pine Group,8.465634576
Mixedwood Plains,Ontario,Oak,Central Corn Belt Plains,Illinois,Forest: Oak/Pine Group,10.08132986
Mixedwood Plains,Ontario,Oak,Interior River Valleys and Hills,Illinois,Forest: Oak/Pine Group,11.26599521
Mixedwood Plains,Ontario,Oak,Eastern Corn Belt Plains,Indiana,Forest: Oak/Pine Group,12.51754529
Mixedwood Plains,Ontario,Oak,Southern Michigan/Northern Indiana Drift Plains,Indiana,Forest: Oak/Pine Group,9.921575661
Mixedwood Plains,Ontario,Oak,Interior Plateau,Indiana,Forest: Oak/Pine Group,12.60387026
Mixedwood Plains,Ontario,Oak,Interior River Valleys and Hills,Indiana,Forest: Oak/Pine Group,12.60190091
Mixedwood Plains,Ontario,Oak,Western Corn Belt Plains,Iowa,Forest: Oak/Pine Group,9.820860525
Mixedwood Plains,Ontario,Oak,Driftless Area,Iowa,Forest: Oak/Pine Group,7.929112653
Mixedwood Plains,Ontario,Oak,Interior River Valleys and Hills,Iowa,Forest: Oak/Pine Group,10.71546558
Mixedwood Plains,Alberta,Oak,Central Great Plains,Kansas,Forest: Oak/Pine Group,12.63834595
Mixedwood Plains,Alberta,Oak,Flint Hills,Kansas,Forest: Oak/Pine Group,13.25712096
Montane Cordillera,Alberta,Oak,Ozark Highlands,Kansas,Forest: Oak/Pine Group,14.36602149
Mixedwood Plains,Alberta,Oak,Central Irregular Plains,Kansas,Forest: Oak/Pine Group,13.77689136
Mixedwood Plains,Alberta,Oak,Western Corn Belt Plains,Kansas,Forest: Oak/Pine Group,11.95826894
Mixedwood Plains,Ontario,Oak,Southwestern Appalachians,Kentucky,Forest: Oak/Pine Group,13.13208056
Mixedwood Plains,Ontario,Oak,Central Appalachians,Kentucky,Forest: Oak/Pine Group,12.70687967
Mixedwood Plains,Ontario,Oak,Western Allegheny Plateau,Kentucky,Forest: Oak/Pine Group,12.83223797
Mixedwood Plains,Ontario,Oak,Interior Plateau,Kentucky,Forest: Oak/Pine Group,13.0970672
