Timestep,StratumID,TransitionGroupID,MaximumArea,RelativeAmount
2021,Northern Minnesota Wetlands,Fire,5000,0.1111111111111111
2021,Northern Minnesota Wetlands,Fire,10000,0.1111111111111111
2021,Northern Lakes and Forests,Fire,200,0.19047619047619047
2021,Northern Lakes and Forests,Fire,500,0.2976190476190476
2021,Northern Lakes and Forests,Fire,1000,0.17857142857142858
2021,Northern Lakes and Forests,Fire,2000,0.13095238095238096
2021,Northern Lakes and Forests,Fire,5000,0.10714285714285714
2021,Northern Lakes and Forests,Fire,10000,0.047619047619047616
2021,Northern Lakes and Forests,Fire,20000,0.023809523809523808
2021,Northern Lakes and Forests,Fire,50000,0.023809523809523808
2021,North Central Hardwood Forests,Fire,200,1
2021,Driftless Area,Fire,200,1
2021,Southeastern Wisconsin Till Plains,Fire,200,1
2021,Central Corn Belt Plains,Fire,200,1
2021,Eastern Corn Belt Plains,Fire,200,1
2021,Southern Michigan/Northern Indiana Drift Plains,Fire,200,0.5
2021,Southern Michigan/Northern Indiana Drift Plains,Fire,500,0.5
2021,Northeastern Highlands,Fire,200,0.6666666666666666
2021,Northeastern Highlands,Fire,5000,0.3333333333333333
2021,North Central Appalachians,Fire,200,0.5
2021,North Central Appalachians,Fire,500,0.5
2021,Middle Atlantic Coastal Plain,Fire,200,0.2682926829268293
2021,Middle Atlantic Coastal Plain,Fire,500,0.34146341463414637
2021,Middle Atlantic Coastal Plain,Fire,1000,0.14634146341463414
2021,Middle Atlantic Coastal Plain,Fire,2000,0.024390243902439025
2021,Middle Atlantic Coastal Plain,Fire,5000,0.07317073170731707
2021,Middle Atlantic Coastal Plain,Fire,10000,0.07317073170731707
2021,Middle Atlantic Coastal Plain,Fire,20000,0.04878048780487805
2021,Middle Atlantic Coastal Plain,Fire,50000,0.024390243902439025
2021,Northern Piedmont,Fire,500,0.3333333333333333
2021,Northern Piedmont,Fire,5000,0.3333333333333333
2021,Northern Piedmont,Fire,10000,0.3333333333333333
2021,Southeastern Plains,Fire,200,0.4166666666666667
2021,Southeastern Plains,Fire,500,0.4166666666666667
2021,Southeastern Plains,Fire,1000,0.10416666666666667
2021,Southeastern Plains,Fire,2000,0.041666666666666664
2021,Southeastern Plains,Fire,5000,0.020833333333333332
2021,Blue Ridge,Fire,200,0.3961038961038961
2021,Blue Ridge,Fire,500,0.33766233766233766
2021,Blue Ridge,Fire,1000,0.09090909090909091
2021,Blue Ridge,Fire,2000,0.1038961038961039
2021,Blue Ridge,Fire,5000,0.05194805194805195
2021,Blue Ridge,Fire,10000,0.006493506493506494
2021,Blue Ridge,Fire,20000,0.012987012987012988
2021,Ridge and Valley,Fire,200,0.336734693877551
2021,Ridge and Valley,Fire,500,0.3877551020408163
2021,Ridge and Valley,Fire,1000,0.20408163265306123
2021,Ridge and Valley,Fire,2000,0.04081632653061224
2021,Ridge and Valley,Fire,5000,0.030612244897959183
2021,Southwestern Appalachians,Fire,200,0.5161290322580645
2021,Southwestern Appalachians,Fire,500,0.2903225806451613
2021,Southwestern Appalachians,Fire,1000,0.1935483870967742
2021,Central Appalachians,Fire,200,0.5106382978723404
2021,Central Appalachians,Fire,500,0.3617021276595745
2021,Central Appalachians,Fire,1000,0.0851063829787234
2021,Central Appalachians,Fire,2000,0.02127659574468085
2021,Central Appalachians,Fire,5000,0.02127659574468085
2021,Western Allegheny Plateau,Fire,200,0.42857142857142855
2021,Western Allegheny Plateau,Fire,500,0.42857142857142855
2021,Western Allegheny Plateau,Fire,1000,0.14285714285714285
2021,Interior Plateau,Fire,200,0.75
2021,Interior Plateau,Fire,500,0.25
2021,Interior River Valleys and Hills,Fire,200,0.6666666666666666
2021,Interior River Valleys and Hills,Fire,500,0.3333333333333333
2021,Mississippi Alluvial Plain,Fire,200,0.6666666666666666
2021,Mississippi Alluvial Plain,Fire,500,0.3333333333333333
2021,Mississippi Valley Loess Plains,Fire,200,1
2021,Southern Coastal Plain,Fire,200,0.2540983606557377
2021,Southern Coastal Plain,Fire,500,0.319672131147541
2021,Southern Coastal Plain,Fire,1000,0.18032786885245902
2021,Southern Coastal Plain,Fire,2000,0.08196721311475409
2021,Southern Coastal Plain,Fire,5000,0.07377049180327869
2021,Southern Coastal Plain,Fire,10000,0.040983606557377046
2021,Southern Coastal Plain,Fire,20000,0.02459016393442623
2021,Southern Coastal Plain,Fire,100000,0.01639344262295082
2021,Southern Coastal Plain,Fire,200000,0.00819672131147541
2021,Southern Florida Coastal Plain,Fire,200,0.28975265017667845
2021,Southern Florida Coastal Plain,Fire,500,0.3250883392226148
2021,Southern Florida Coastal Plain,Fire,1000,0.17314487632508835
2021,Southern Florida Coastal Plain,Fire,2000,0.0706713780918728
2021,Southern Florida Coastal Plain,Fire,5000,0.05653710247349823
2021,Southern Florida Coastal Plain,Fire,10000,0.04240282685512368
2021,Southern Florida Coastal Plain,Fire,20000,0.03180212014134275
2021,Southern Florida Coastal Plain,Fire,50000,0.01060070671378092
2021,North Cascades,Fire,200,0.25396825396825395
2021,North Cascades,Fire,500,0.24603174603174602
